Age,Annual_Income,CIBIL_Score,Home_Ownership,Employment_Length,Loan_Intent,Loan_Amount,Loan_Status,Outstanding_Debts,Average_Monthly_Expenditure,Frequency_of_Card_Usage,Bill_Payment_Timeliness,Late_Payment_Penalties,Number_of_Missed_Payments,ATM_Withdrawal_Frequency,Preferred_Payment_Method,Insurance_Coverage,Financial_Literacy_Level,Number_of_Credit_Cards_Owned,Number_of_Bank_Accounts,Risk_Appetite,Savings_Habits,Venmo Visa Credit Card,Synchrony Premier World Mastercard,CareCredit Credit Card,PayPal Cashback World Mastercard,Ashley Advantage Credit Card,Synchrony HOME Credit Card,Synchrony Car Care Credit Card,Verizon Visa Card
63,949820,776,Own,15,Credit Card,385341,Paid,141518,131029,32,Late,1,2,0,Cash,0,Low,3,4,Medium,Good,0,0,0,0,0,1,0,0
38,1371369,861,Rent,7,Personal,714934,Defaulted,258598,138796,42,On Time,0,6,4,UPI,0,Low,4,8,Low,Good,0,1,0,0,0,0,0,0
39,1169868,604,Own,26,Personal,253198,Paid,29852,132481,38,Late,0,4,15,Debit Card,0,Low,3,7,High,Good,0,0,0,0,0,1,0,0
26,2405965,709,Own,13,Personal,813918,Defaulted,113448,142365,4,On Time,1,6,16,Cash,0,Low,2,5,High,Good,0,0,0,0,0,1,0,0
51,653992,716,Own,1,Personal,108559,Paid,272904,18675,43,Late,0,1,18,Credit Card,1,Medium,3,2,High,Poor,0,0,0,1,0,0,0,1
43,2732263,662,Own,23,Personal,302794,Defaulted,397829,70482,41,Late,1,4,18,Credit Card,1,High,1,9,High,Average,0,0,0,1,0,1,0,1
18,1053656,575,Rent,7,Credit Card,189109,Paid,454962,45864,45,Late,1,0,2,Debit Card,0,Medium,4,8,Low,Good,1,0,0,0,0,0,0,0
53,2810650,528,Own,6,Education,833018,Defaulted,255355,132295,32,On Time,0,8,10,Credit Card,0,High,2,4,Medium,Good,0,0,0,1,0,1,0,1
61,2385007,674,Rent,14,Credit Card,321051,Paid,295216,97477,49,On Time,1,6,17,Cash,1,Low,1,9,Low,Good,0,0,0,0,0,0,0,0
22,2012951,632,Rent,22,Credit Card,176728,Paid,259015,130130,23,Late,1,2,13,Debit Card,0,High,2,1,High,Poor,0,0,0,0,0,0,0,0
58,2297968,883,Rent,28,Home,66827,Defaulted,260419,54383,11,On Time,0,8,3,Credit Card,1,High,4,2,High,Poor,0,0,0,0,0,0,0,1
39,981472,779,Own,26,Personal,644074,Defaulted,121908,12213,38,On Time,0,0,4,Credit Card,0,Medium,4,1,Low,Good,0,0,0,1,0,0,0,1
21,2792538,765,Own,10,Personal,773454,Paid,188074,82370,31,Late,0,4,14,Credit Card,0,Low,2,8,Low,Poor,1,1,0,1,0,1,0,1
65,1870974,681,Own,8,Car,442404,Defaulted,493198,40731,21,Late,0,5,16,UPI,0,High,1,5,Low,Poor,0,0,0,0,0,0,1,0
19,1675237,566,Own,33,Personal,972045,Defaulted,114439,67513,42,On Time,1,0,0,Cash,1,Low,1,8,Low,Good,1,0,0,0,0,1,0,0
33,1390094,866,Own,32,Education,979323,Paid,452313,42967,25,On Time,1,6,10,Cash,0,High,3,7,High,Average,0,1,0,0,0,0,0,0
33,1131319,529,Own,28,Credit Card,138830,Paid,114577,81185,35,Late,1,8,3,Cash,1,Medium,2,3,Medium,Good,1,0,0,0,0,1,0,0
39,1079527,858,Own,13,Education,416580,Defaulted,240114,132381,29,Late,1,3,0,UPI,0,Medium,1,6,Low,Average,0,1,0,0,0,1,0,0
60,1091968,377,Rent,30,Car,281725,Defaulted,393585,51058,15,Late,1,0,17,Credit Card,0,Low,4,9,High,Average,0,0,0,0,0,0,1,1
18,1848906,660,Rent,26,Personal,865064,Defaulted,442456,81452,45,Late,1,1,1,Debit Card,0,High,4,3,Low,Good,1,0,0,0,0,0,0,0
32,1905656,360,Rent,17,Car,532249,Paid,413319,63441,2,Late,1,1,13,UPI,0,Medium,4,6,Low,Poor,0,0,0,0,0,0,1,0
41,1537199,306,Rent,10,Home,194269,Paid,12386,141319,37,On Time,1,3,5,Debit Card,1,Low,2,9,High,Poor,0,0,0,0,0,0,0,0
21,2637784,570,Own,34,Home,873948,Paid,480596,63933,36,Late,1,4,12,Debit Card,1,Low,1,1,Low,Good,1,0,0,0,1,1,0,0
35,1609958,820,Own,17,Car,114110,Paid,167985,42554,36,On Time,0,4,1,UPI,0,High,4,9,High,Poor,0,1,0,0,0,0,0,0
34,258656,512,Own,6,Car,822116,Defaulted,53690,6418,37,Late,0,6,10,Debit Card,1,Medium,1,4,Medium,Poor,1,0,1,0,0,0,1,0
24,2069084,464,Rent,18,Personal,439359,Defaulted,220059,44623,44,Late,1,8,16,Cash,1,High,4,5,Medium,Average,1,0,0,0,0,0,0,0
67,2867705,530,Rent,27,Education,736507,Paid,120954,14108,29,Late,1,2,16,Debit Card,0,Medium,3,5,Low,Good,0,0,0,0,0,0,0,0
62,1805831,663,Rent,6,Personal,855365,Paid,51135,73079,12,On Time,0,1,6,Credit Card,0,High,4,1,Low,Poor,0,0,0,0,0,0,0,1
69,2874698,314,Rent,1,Car,821202,Defaulted,157348,71952,46,On Time,1,0,13,Credit Card,1,Medium,2,2,High,Poor,0,0,0,1,0,0,1,1
69,2947204,417,Rent,31,Credit Card,333214,Paid,146553,21169,14,On Time,1,5,15,Debit Card,0,High,3,2,Medium,Poor,0,0,0,0,0,0,0,0
27,248625,387,Rent,21,Car,572373,Paid,297611,110569,46,Late,0,3,18,Cash,1,Medium,1,3,Medium,Average,1,0,1,0,0,0,1,0
18,2433298,815,Rent,29,Home,886099,Paid,86244,63914,49,On Time,0,5,12,UPI,1,High,3,6,High,Average,1,1,0,0,0,0,0,0
19,1427778,413,Own,13,Home,974238,Paid,194733,100591,49,Late,1,3,8,Credit Card,0,High,1,7,Low,Average,1,0,0,1,1,1,0,1
66,1006809,526,Own,2,Credit Card,141663,Defaulted,183936,68028,33,On Time,1,7,14,UPI,0,High,1,5,Low,Average,0,0,0,0,0,1,0,0
39,2910432,543,Rent,8,Personal,754191,Defaulted,353654,112251,14,Late,1,1,11,Credit Card,0,Low,3,2,High,Poor,0,0,0,0,0,0,0,1
49,1812565,720,Rent,14,Home,411312,Defaulted,26493,61167,10,Late,1,2,14,Credit Card,0,High,3,8,High,Average,0,0,0,0,0,0,0,0
46,1299325,301,Rent,5,Home,602266,Defaulted,213762,34966,17,On Time,1,3,7,Cash,0,Medium,4,6,High,Good,0,0,0,0,0,0,0,0
52,2567767,730,Rent,24,Education,548319,Defaulted,110867,37412,19,Late,0,4,6,Debit Card,0,Medium,1,9,Medium,Poor,0,0,0,0,0,0,0,0
34,2992870,659,Rent,3,Credit Card,167394,Paid,87147,134676,42,On Time,0,2,0,Debit Card,1,Medium,3,9,Medium,Good,1,0,0,0,0,0,0,0
29,2169099,770,Own,20,Home,518271,Defaulted,496643,79530,48,Late,1,1,8,Debit Card,0,Low,3,5,Low,Good,1,1,0,0,1,1,0,0
41,2400813,882,Own,2,Home,496210,Defaulted,47256,34512,28,Late,1,3,9,Debit Card,1,Medium,4,3,Low,Poor,0,1,0,0,1,0,0,0
47,1660540,879,Rent,2,Home,460892,Defaulted,88453,65346,41,Late,0,4,3,Credit Card,1,High,1,5,Low,Poor,0,1,0,1,0,0,0,1
61,753263,446,Rent,29,Personal,596812,Defaulted,169966,103996,26,On Time,0,5,5,Credit Card,1,Medium,2,1,Medium,Poor,0,0,0,1,0,0,0,1
47,892954,563,Rent,2,Credit Card,848086,Paid,248304,115780,33,On Time,1,2,16,Debit Card,0,Low,4,4,Medium,Good,0,0,0,0,0,0,0,0
37,989681,328,Own,25,Education,160265,Paid,282679,102786,30,On Time,1,9,3,UPI,0,Medium,1,4,Medium,Poor,0,0,0,0,0,1,0,0
59,318589,436,Rent,9,Home,317780,Paid,15124,131537,2,Late,0,4,5,Cash,1,High,2,7,High,Average,0,0,1,0,0,0,0,0
24,2359081,743,Own,4,Education,303318,Defaulted,108037,47166,22,Late,1,2,4,Cash,1,Medium,3,9,Medium,Average,0,0,0,0,0,0,0,0
59,558036,647,Own,13,Education,698745,Defaulted,150491,9206,16,On Time,0,0,0,Credit Card,1,Low,1,7,Medium,Good,0,0,0,1,0,0,0,1
67,745829,629,Own,9,Education,862720,Defaulted,78232,6432,39,On Time,0,7,14,Cash,0,High,3,7,High,Poor,0,0,0,0,0,0,0,0
55,1948597,353,Rent,8,Credit Card,757918,Paid,276402,66772,20,Late,1,4,11,UPI,0,Low,1,2,High,Poor,0,0,0,0,0,0,0,0
24,1863458,375,Own,2,Credit Card,729835,Paid,235252,24867,5,Late,1,6,9,Cash,1,Low,3,3,Low,Poor,0,0,0,0,0,0,0,0
66,1005855,591,Rent,10,Credit Card,677470,Paid,206017,19889,12,Late,0,1,13,Credit Card,1,High,2,6,Low,Average,0,0,0,0,0,0,0,1
47,1831715,756,Rent,2,Car,951882,Defaulted,457982,133660,26,Late,1,9,19,Cash,1,Medium,2,1,High,Good,0,1,0,0,0,0,1,0
29,2362704,689,Rent,13,Education,365328,Defaulted,116625,19538,32,Late,1,9,18,Cash,1,Low,1,7,High,Poor,1,0,0,0,0,0,0,0
66,2435307,340,Rent,2,Car,138338,Defaulted,146152,85232,49,On Time,1,9,15,Credit Card,1,Low,1,5,Low,Poor,0,0,0,1,0,0,1,1
48,753406,745,Rent,5,Personal,389325,Defaulted,495308,33650,48,On Time,0,9,3,UPI,0,Medium,2,5,Medium,Poor,0,0,0,0,0,0,0,0
35,1425309,406,Rent,13,Education,95050,Paid,408059,116094,15,On Time,0,9,4,Cash,0,Medium,3,7,Medium,Poor,0,0,0,0,0,0,0,0
63,449377,692,Rent,15,Home,50608,Defaulted,258731,131964,24,On Time,0,6,16,Credit Card,1,Low,1,7,Medium,Average,0,0,0,1,0,0,0,1
60,1962313,639,Own,24,Education,383484,Defaulted,301106,63129,33,On Time,0,4,19,Debit Card,1,Low,3,2,Low,Average,0,0,0,0,0,1,0,0
19,1160275,403,Rent,26,Credit Card,363932,Paid,243053,8237,33,Late,1,4,13,Debit Card,0,Medium,4,1,Low,Average,1,0,0,0,0,0,0,0
50,2913559,340,Rent,21,Education,759836,Paid,11534,43998,13,On Time,0,1,8,Debit Card,1,Medium,4,8,Low,Good,0,0,0,0,0,0,0,0
28,1706081,303,Rent,10,Personal,300990,Paid,243469,22958,48,Late,1,0,9,Credit Card,0,High,3,8,Low,Good,1,0,0,1,0,0,0,1
51,2541516,309,Rent,18,Credit Card,666328,Paid,495163,51170,31,On Time,1,9,5,UPI,0,Low,1,4,High,Average,0,0,0,0,0,0,0,0
33,2303382,860,Rent,18,Credit Card,523573,Defaulted,222813,71415,29,On Time,1,1,13,UPI,1,Low,3,3,Medium,Good,0,1,0,0,0,0,0,0
52,2067657,373,Rent,15,Credit Card,801207,Defaulted,265925,17923,31,Late,1,0,10,Debit Card,0,High,4,9,High,Poor,0,0,0,0,0,0,0,0
69,2600725,347,Own,29,Home,189847,Defaulted,176710,32264,15,On Time,0,4,4,UPI,1,High,1,2,Medium,Average,0,0,0,0,0,0,0,0
50,2789996,423,Own,7,Personal,382380,Paid,456395,41533,18,Late,0,5,10,UPI,1,High,4,6,Medium,Good,0,0,0,0,0,0,0,0
38,1677837,450,Rent,29,Car,943680,Defaulted,264383,116330,40,On Time,1,5,7,Debit Card,0,Low,2,8,Medium,Poor,0,0,0,0,0,0,1,0
37,2632081,788,Rent,7,Home,760740,Paid,276374,64869,32,On Time,1,5,8,Debit Card,0,Low,2,1,Medium,Poor,0,1,0,0,0,0,0,0
25,2641334,692,Rent,28,Car,223310,Paid,370017,116764,18,Late,0,7,18,Credit Card,0,High,1,1,Low,Good,0,0,0,1,0,0,1,1
68,2599367,749,Rent,13,Credit Card,585911,Paid,469461,80313,32,On Time,1,9,3,UPI,1,High,2,4,Low,Average,0,0,0,0,0,0,0,0
43,406804,527,Rent,11,Credit Card,447653,Defaulted,257577,80925,37,On Time,0,9,4,Debit Card,1,Medium,2,1,High,Poor,0,0,1,0,0,0,0,0
50,1830995,566,Rent,12,Car,345332,Paid,397247,148871,14,Late,0,6,10,UPI,1,High,3,3,Medium,Good,0,0,0,0,0,0,1,0
43,1222328,558,Own,11,Education,779662,Defaulted,405702,145013,13,Late,0,4,7,UPI,1,Medium,4,3,Medium,Good,0,0,0,0,0,1,0,0
54,399083,744,Own,13,Personal,274133,Defaulted,126663,106528,17,On Time,0,2,8,Cash,1,Low,1,9,High,Poor,0,0,0,0,0,1,0,0
47,1159891,777,Own,9,Education,980813,Defaulted,66961,10583,13,Late,1,2,3,Cash,0,Low,2,9,Medium,Good,0,0,0,0,0,0,0,0
48,1155352,444,Own,7,Credit Card,211007,Paid,486475,65834,11,Late,0,2,12,Credit Card,1,Medium,3,3,High,Good,0,0,0,0,0,1,0,1
50,2735366,884,Own,23,Car,565450,Paid,489445,12823,43,On Time,1,2,12,Debit Card,1,High,1,8,High,Good,0,1,0,0,0,0,1,0
28,1041048,329,Own,24,Home,523451,Paid,184303,16971,13,On Time,1,7,12,Debit Card,1,Medium,3,3,Low,Average,0,0,0,0,1,0,0,0
58,2722723,891,Rent,7,Credit Card,708523,Defaulted,243133,96996,20,Late,1,6,18,Credit Card,0,High,4,7,Medium,Good,0,0,0,1,0,0,0,1
22,621705,307,Own,12,Credit Card,419364,Defaulted,89277,55232,2,Late,1,3,12,UPI,0,Medium,1,6,Medium,Poor,0,0,0,0,0,1,0,0
19,2465603,468,Rent,2,Home,259974,Paid,415197,83518,49,Late,0,6,9,UPI,1,Medium,2,2,Low,Good,1,0,0,0,0,0,0,0
30,699634,304,Rent,8,Education,907433,Defaulted,144132,89728,43,Late,0,8,17,UPI,0,Low,4,2,Low,Good,1,0,0,0,0,0,0,0
35,1529886,624,Own,9,Education,265614,Paid,148645,81206,8,Late,1,0,11,Cash,0,Medium,1,1,Low,Average,0,0,0,0,0,1,0,0
43,2746379,451,Rent,18,Education,133475,Paid,310118,43115,35,Late,0,4,4,Debit Card,0,Medium,3,8,Low,Poor,0,0,0,0,0,0,0,0
42,1647955,633,Own,27,Credit Card,341615,Defaulted,412170,139697,1,On Time,1,0,9,Debit Card,0,Medium,3,8,Medium,Poor,0,0,0,0,0,1,0,0
61,2760827,680,Own,17,Personal,596672,Paid,417120,84550,41,Late,1,9,17,UPI,0,High,3,6,Low,Good,0,0,0,0,0,1,0,0
31,1420618,880,Own,17,Car,438959,Paid,186210,38328,15,Late,1,8,18,UPI,1,Low,2,8,High,Poor,0,0,0,0,0,0,1,0
22,811347,719,Rent,7,Car,160010,Paid,454654,127068,26,On Time,0,7,9,Debit Card,1,Low,4,5,Medium,Poor,0,0,0,0,0,0,1,0
59,833726,753,Rent,7,Personal,989650,Defaulted,103357,84538,28,On Time,0,9,11,UPI,0,Medium,1,3,Medium,Average,0,0,0,0,0,0,0,0
69,1654412,626,Rent,31,Education,799536,Defaulted,383360,16058,18,On Time,1,0,18,Debit Card,0,Medium,4,3,Medium,Poor,0,0,0,0,0,0,0,0
19,1991522,729,Own,20,Car,314144,Defaulted,429270,85167,3,Late,0,1,19,Cash,1,Low,3,5,Low,Good,0,0,0,0,0,1,1,0
21,2695888,890,Own,2,Education,869275,Paid,35150,19354,8,Late,0,4,10,Credit Card,0,Medium,3,2,Low,Average,0,0,0,0,0,0,0,0
29,2921829,881,Own,23,Credit Card,510847,Paid,148888,109827,46,On Time,1,6,11,Credit Card,0,Medium,2,7,High,Average,1,1,0,1,0,1,0,1
28,1827085,587,Rent,15,Personal,875679,Defaulted,286885,44402,46,Late,0,6,12,Cash,1,High,1,6,Medium,Poor,1,0,0,0,0,0,0,0
21,676242,359,Rent,18,Car,688894,Defaulted,134677,98629,39,On Time,1,7,18,Cash,0,High,4,7,Low,Good,1,0,0,0,0,0,1,0
60,2764127,427,Own,21,Credit Card,915269,Paid,253206,31817,35,Late,0,5,9,UPI,1,High,2,9,Medium,Average,0,0,0,0,0,0,0,0
26,279863,682,Rent,21,Personal,119263,Paid,278546,54591,27,On Time,1,8,1,Cash,1,High,1,6,Low,Average,0,0,0,0,0,0,0,0
27,1667104,469,Own,12,Credit Card,397052,Paid,202049,142036,41,On Time,0,8,1,Debit Card,1,Medium,1,3,High,Poor,1,0,0,0,0,1,0,0
44,316536,851,Rent,11,Credit Card,68826,Paid,116131,49238,44,On Time,1,5,14,Credit Card,0,Low,4,3,Low,Average,0,0,0,1,0,0,0,1
23,2754474,326,Own,27,Home,600983,Defaulted,84916,76150,41,On Time,0,7,5,Cash,0,High,1,5,Low,Poor,1,0,0,0,1,1,0,0
32,2342252,304,Own,7,Education,611937,Paid,185595,51242,41,On Time,0,6,18,Credit Card,1,High,2,6,High,Average,1,0,0,1,0,1,0,1
59,1808309,744,Own,8,Car,457225,Paid,417903,142125,13,Late,1,3,9,UPI,0,Medium,3,3,Low,Good,0,0,0,0,0,1,1,0
48,1576549,807,Own,19,Credit Card,965765,Paid,295990,33258,10,Late,0,8,3,Cash,0,Medium,1,9,High,Poor,0,0,0,0,0,0,0,0
39,842172,607,Own,14,Credit Card,752526,Paid,310357,33902,5,On Time,1,7,2,Debit Card,0,High,1,9,High,Good,0,0,0,0,0,0,0,0
23,2216803,374,Rent,3,Credit Card,952922,Paid,150354,93110,27,On Time,1,1,5,UPI,0,Medium,4,8,Medium,Poor,0,0,0,0,0,0,0,0
50,1345175,644,Rent,23,Personal,844199,Paid,285849,92390,17,Late,0,6,4,Debit Card,1,High,1,4,High,Average,0,0,0,0,0,0,0,0
46,2881832,683,Rent,5,Home,909762,Paid,478634,60609,31,Late,0,7,19,Credit Card,1,High,2,5,High,Good,0,0,0,1,0,0,0,1
38,1341627,552,Rent,22,Car,674624,Defaulted,3450,23416,37,Late,0,4,4,UPI,1,Medium,3,4,Medium,Average,0,0,0,0,0,0,0,0
69,2309606,478,Own,14,Education,165291,Defaulted,241121,112327,35,On Time,1,0,12,Cash,0,High,1,1,Medium,Good,0,0,0,0,0,1,0,0
47,2083329,682,Rent,29,Home,343406,Paid,440145,7612,31,On Time,0,1,0,Debit Card,0,Medium,3,3,High,Poor,0,0,0,0,0,0,0,0
38,1012155,556,Rent,19,Personal,812102,Paid,312669,130733,49,On Time,0,0,18,Debit Card,0,High,3,1,High,Average,0,0,0,0,0,0,0,0
53,2072953,765,Rent,26,Home,132144,Paid,280308,48457,1,On Time,1,2,18,Credit Card,0,Low,3,4,Medium,Good,0,0,0,0,0,0,0,0
39,1183919,755,Own,26,Personal,623279,Defaulted,287195,149490,34,Late,1,9,10,UPI,1,Low,4,2,Medium,Average,0,1,0,0,0,1,0,0
63,2739578,831,Rent,33,Personal,993789,Defaulted,4064,58708,24,Late,0,1,10,Cash,1,Medium,2,5,Low,Good,0,1,0,0,0,0,0,0
37,1160961,654,Own,32,Home,619386,Defaulted,324276,12381,9,On Time,1,5,18,Debit Card,1,Medium,4,9,Medium,Average,0,0,0,0,1,0,0,0
39,1088627,853,Own,9,Car,625538,Defaulted,346562,128526,21,On Time,1,9,15,UPI,1,Low,1,1,High,Average,0,1,0,0,0,1,1,0
69,2477592,443,Own,8,Personal,111029,Paid,247412,22164,32,On Time,0,5,12,Cash,0,Medium,3,5,Low,Poor,0,0,0,0,0,0,0,0
57,2042657,844,Rent,7,Education,308131,Paid,148694,114028,8,On Time,1,2,0,Cash,0,Medium,4,8,Medium,Poor,0,0,0,0,0,0,0,0
28,1762726,894,Own,13,Car,207414,Paid,40783,101271,36,Late,1,1,17,UPI,0,High,3,8,Low,Poor,1,1,0,0,0,1,1,0
64,1687364,782,Own,0,Credit Card,962283,Defaulted,273705,91845,33,Late,1,7,15,Credit Card,0,Low,4,6,Medium,Average,0,1,0,1,0,1,0,1
48,715882,610,Rent,9,Car,353984,Defaulted,404114,127715,34,Late,1,8,13,Cash,1,Medium,4,8,High,Good,0,0,0,0,0,0,1,0
68,1488455,744,Rent,3,Credit Card,499055,Defaulted,90823,57764,44,On Time,1,4,15,Credit Card,1,Low,1,6,High,Poor,0,0,0,1,0,0,0,1
57,2557069,395,Own,17,Car,268360,Paid,8591,103761,17,On Time,1,1,2,Debit Card,1,Low,4,8,Low,Poor,0,0,0,0,0,1,0,0
30,2478109,643,Own,29,Car,329460,Defaulted,104108,113782,23,Late,0,0,6,Credit Card,1,High,3,7,Low,Good,0,0,0,1,0,1,1,1
35,746622,543,Rent,25,Home,663908,Defaulted,367092,52082,10,On Time,0,1,9,Credit Card,0,High,4,6,Low,Average,0,0,0,0,0,0,0,0
39,1843971,837,Rent,13,Car,233846,Defaulted,307873,70141,4,Late,0,5,3,Credit Card,1,Medium,2,6,High,Poor,0,0,0,0,0,0,0,0
34,2074850,694,Own,28,Car,221487,Paid,324186,116066,35,Late,1,9,16,UPI,1,Low,2,7,Medium,Good,1,0,0,0,0,1,1,0
55,1259270,575,Rent,8,Home,777630,Defaulted,219684,146906,29,Late,1,0,10,Debit Card,1,Medium,2,6,High,Poor,0,0,0,0,0,0,0,0
42,1851231,399,Own,21,Credit Card,811881,Defaulted,372350,78741,11,On Time,0,0,7,UPI,1,Low,4,1,Medium,Average,0,0,0,0,0,1,0,0
49,1215786,815,Own,23,Education,769494,Paid,487334,124256,15,On Time,0,8,4,Credit Card,0,Medium,2,8,Medium,Good,0,0,0,0,0,1,0,1
32,411808,389,Own,34,Car,759911,Defaulted,24986,54041,40,On Time,0,8,19,Cash,1,Medium,1,2,Medium,Average,1,0,1,0,0,1,1,0
30,2165079,696,Rent,30,Credit Card,997371,Paid,119029,107893,28,Late,0,5,13,UPI,0,High,4,9,Low,Good,0,0,0,0,0,0,0,0
43,580209,340,Own,14,Credit Card,174922,Paid,356689,46929,22,Late,0,1,10,UPI,1,Low,3,3,Medium,Poor,0,0,0,0,0,0,0,0
67,1928885,740,Rent,6,Credit Card,837837,Paid,14997,49403,26,On Time,0,0,18,Cash,0,High,4,4,High,Average,0,0,0,0,0,0,0,0
28,2148858,770,Rent,34,Home,569906,Paid,344033,59087,15,Late,0,7,15,Credit Card,0,Low,3,2,High,Good,0,0,0,0,0,0,0,1
30,1330460,833,Own,26,Education,308750,Defaulted,242323,28786,49,Late,1,3,17,Credit Card,1,High,4,7,High,Poor,1,1,0,1,0,0,0,1
50,1109605,349,Own,33,Education,662315,Paid,89666,27906,14,On Time,1,2,3,Cash,0,High,4,1,Low,Good,0,0,0,0,0,0,0,0
67,1611493,571,Rent,24,Credit Card,895601,Paid,56485,88874,30,Late,1,6,14,Cash,1,High,2,5,Low,Good,0,0,0,0,0,0,0,0
54,1344980,782,Own,5,Education,101039,Paid,80217,58769,4,On Time,0,9,11,Debit Card,1,High,1,4,High,Average,0,0,0,0,0,1,0,0
55,1008109,795,Own,3,Education,215175,Paid,24210,135004,8,Late,1,0,9,Cash,1,High,1,9,Medium,Poor,0,0,0,0,0,1,0,0
18,2439684,770,Own,1,Car,419565,Paid,490922,94453,12,Late,0,7,8,Credit Card,0,Medium,4,9,Medium,Poor,0,0,0,0,0,1,1,1
56,813789,622,Rent,13,Home,824931,Paid,499061,11996,33,Late,0,7,14,UPI,0,Low,1,1,High,Poor,0,0,0,0,0,0,0,0
44,1961447,492,Own,3,Car,195785,Defaulted,6522,116851,35,On Time,0,7,2,Debit Card,0,Low,1,5,High,Poor,0,0,0,0,0,1,0,0
53,2198917,807,Own,34,Home,435904,Defaulted,33506,15879,44,On Time,1,5,10,Cash,0,Low,2,4,Low,Poor,0,1,0,0,1,0,0,0
49,763012,588,Rent,12,Credit Card,817185,Defaulted,432432,74757,3,On Time,1,7,17,Credit Card,1,Low,1,1,Medium,Poor,0,0,0,0,0,0,0,0
58,1918697,437,Own,28,Personal,834209,Defaulted,150921,37609,45,Late,1,4,1,Cash,0,Low,2,9,Medium,Average,0,0,0,0,0,0,0,0
32,275153,750,Rent,33,Car,417413,Paid,91140,24155,42,On Time,0,1,0,Credit Card,0,Medium,4,9,Low,Poor,1,0,0,1,0,0,0,1
48,2365260,610,Own,25,Education,55014,Paid,211228,48863,7,On Time,1,7,14,UPI,1,Low,3,8,Medium,Average,0,0,0,0,0,0,0,0
23,1217462,856,Rent,25,Car,451919,Paid,118699,86166,49,Late,0,2,0,Debit Card,1,High,2,2,Low,Poor,1,1,0,0,0,0,0,0
42,1562131,486,Rent,3,Personal,396520,Defaulted,453729,129313,27,Late,0,4,6,Debit Card,1,Medium,4,5,High,Average,0,0,0,0,0,0,0,0
66,445861,586,Own,13,Personal,813026,Defaulted,317691,71806,9,Late,1,0,1,Cash,1,Low,3,3,Low,Average,0,0,1,0,0,1,0,0
69,2516052,768,Own,10,Home,833642,Paid,196701,25581,25,On Time,1,8,12,UPI,0,Medium,2,4,High,Average,0,1,0,0,1,0,0,0
35,340995,771,Own,2,Education,174988,Defaulted,316479,90271,43,On Time,0,4,14,Cash,1,Low,2,9,High,Good,0,0,0,0,0,1,0,0
39,2724497,387,Rent,22,Education,881613,Paid,399086,117245,28,Late,0,8,17,Cash,0,Medium,1,2,Low,Poor,0,0,0,0,0,0,0,0
48,2354828,735,Own,7,Education,869724,Paid,183014,10995,19,Late,0,7,2,Debit Card,0,Low,2,5,Medium,Good,0,0,0,0,0,0,0,0
53,754470,437,Own,25,Personal,436778,Defaulted,36497,118887,19,On Time,0,2,15,Debit Card,0,Medium,1,5,Low,Good,0,0,0,0,0,1,0,0
26,2801188,663,Rent,13,Home,951460,Paid,55646,20054,11,On Time,0,9,0,Cash,1,Medium,1,3,High,Good,0,0,0,0,0,0,0,0
63,2218492,416,Rent,4,Credit Card,358440,Paid,120023,120967,21,On Time,1,5,6,Cash,0,Medium,4,6,Medium,Average,0,0,0,0,0,0,0,0
20,283042,761,Own,21,Home,941990,Paid,169359,13138,21,On Time,1,1,18,UPI,0,Medium,1,3,Medium,Good,0,0,0,0,1,0,0,0
50,2561253,362,Own,13,Credit Card,621861,Paid,443115,19909,43,On Time,1,5,4,Credit Card,1,High,1,4,Medium,Good,0,0,0,1,0,0,0,1
44,1225959,373,Own,11,Personal,367095,Paid,353257,67103,33,Late,1,4,18,Debit Card,1,Low,4,8,Low,Poor,0,0,0,0,0,1,0,0
60,951002,773,Rent,2,Car,774373,Paid,148362,124321,2,On Time,1,9,18,UPI,1,High,3,2,Low,Poor,0,0,0,0,0,0,1,0
18,508153,681,Rent,29,Credit Card,320700,Paid,468361,102769,17,Late,1,3,16,UPI,1,High,2,5,Low,Good,0,0,0,0,0,0,0,0
61,1180697,319,Own,19,Car,365390,Defaulted,384217,133006,23,Late,0,0,7,Debit Card,1,Medium,2,8,High,Average,0,0,0,0,0,1,1,0
26,288618,328,Own,2,Car,991744,Defaulted,431952,84851,39,On Time,0,2,7,Cash,0,Medium,1,3,Medium,Poor,1,0,1,0,0,1,1,0
22,1233122,461,Rent,32,Home,554719,Defaulted,57942,22533,32,Late,1,9,13,Debit Card,1,Medium,2,2,High,Poor,1,0,0,0,0,0,0,0
32,2726025,573,Rent,12,Home,368132,Defaulted,355291,102331,44,On Time,1,3,11,Credit Card,0,Medium,3,2,Medium,Poor,1,0,0,1,0,0,0,1
67,2188423,585,Own,17,Credit Card,249159,Defaulted,92546,63961,27,Late,1,7,16,UPI,0,High,2,4,Low,Average,0,0,0,0,0,1,0,0
26,1681699,563,Rent,10,Car,955159,Defaulted,112008,92349,27,On Time,0,7,11,Credit Card,0,Low,3,3,Medium,Average,0,0,0,1,0,0,1,1
62,2885006,350,Own,25,Personal,227166,Defaulted,109566,23055,35,On Time,0,6,1,UPI,0,High,4,4,Low,Average,0,0,0,0,0,0,0,0
45,2591209,419,Rent,6,Home,861925,Paid,91895,20509,32,Late,0,6,2,Debit Card,0,Medium,3,9,Medium,Poor,0,0,0,0,0,0,0,0
